NL_Query,Label
What was the EBIT values in May 2025?,0
What was the EPS  for February 2025?,0
Please provide the value for: What’s our profit share before taxes in Q1 2025,0
I want to know the EPS as of for FY 2018?,0
I want to know the Gimme Working Capital Turnover for last quater?,0
How much are our assets earning us in 2025?,0
Please provide the value for: How much was the Debt Ratio in May 2025,0
Can you tell me what was the Net Profit (PAT) last year?,0
I want to know the Current Liabilities last year?,0
Please provide the value for: Can u tell me what was the Price-to-Book (P/B) Ratio last year,0
I want to know the Operating Cash Flow total this month?,0
I want to know the How much have we borrowed from banks overall?,0
How much was the Investing Cash Flow in May 2025?,0
I want to know the How much was P/E Ratio in May 2025?,0
Please provide the value for: Tell me PPE in Q1 2025,0
Please provide the value for: Tell me Current Assets last quater,0
Can yu share Other Equity in Q1 2025?,0
How much was the Dividend Payout Ratio in May 2025?,0
Please provide the value for: What was the Depreciation for the period for Q4 2015,0
Please provide the value for: What was the Equity year to date for Second half 2017,0
Please provide the value for: Wat was Trade Payables this month,0
Please provide the value for: Are we earning good money from our assets this year,0
Please provide the value for: What was the Net Profit value in May 2025,0
I want to know the Can u tell me Provisions last yr?,0
I want to know the Current Assets as of for FY 2021?,0
Please provide the Deferred Tax Liabilities amount for Q1 2025?,0
Can you provide the Trade Payables amounts for the last quarter?,0
I want to know the Give me Operating Profit (EBIT) figure for last quater?,0
Can you pls tel me Operating Profit Margin from last year?,0
Tell me the Amortization last yr?,0
I want to know the Can yu share Working Capital in Q1 2025?,0
Please provide the value for: I want to know the Financing Cash Flow as of for Q3 2021,0
I want to know the Working Capital cumulative through for Second half 2018?,0
I want to know the Revenue last year?,0
How much of sales is profit before depreciation in Q2?,0
Please provide the value for: Tell me EV in Q1 2025,0
Please provide the value for: What’s our worth relative to earnings before taxes,0
What portion of earnings goes to shareholders?,0
Wat was EBITDA this month?,0
How much value is tied up in our inventory?,0
Tell me Payables Turnover in Q1 2025?,0
I want to know the EV/EBITDA total this month?,0
Please provide the value for: Can u pls tel me Revenue from Q1 2025,0
Please provide the value for: Tell me Inventory Turnover in Q1 2025,0
It is requested to provide the Current Liabilities last year?,0
I want to know the total Assets this month?,0
Please provide the value for: Can you share the Gross Profit  for November 2018,0
I want to know the period for December 2025?,0
Is our short-term cash boosting sales?,0
Could you share the Share Capital for Q2 2025?,0
Please provide the value for: What’s the depreciation on our assets in Q2 2025,0
Please provide the Gross Profit value for Q1 2025?,0
Please provide the value for: What share of our assets comes from owners’ funds,0
I want to know the Financial Assets for Q3 2024?,0
Please provide the value for: How much do we owe to banks and suppliers today,0
"I want to know the What’s our company worth, including all debts, today?",0
Are our assets generating enough sales?,0
I want to know the period for Q4 2012.,0
Please provide the value for: Could you tell me the Assets  for July 2017,0
Please provide the value for: How much was Net Profit in May 2025,0
Can u tell me PPE last yr?,0
Please provide the value for: How much was Share Capital in May 2025,0
Please I would like to receive the Gross Profit up to for Q1 2016.,0
Please provide the value for: Can u tell me what was the Working Capital last year,0
How much did our main operations earn us in the last quarter?,0
Could you tell me the Current Assets for the period for July 2025?,0
Please provide the value for: Are there debts tied to future risks,0
I want to know the How much was Trade Payables in May 2025?,0
I want to know the How does our value compare to core profits?,0
Please provide the value for: Can u tell me Equity Ratio last yr,0
I want to know the How much cash did we generate from operations in Q1?,0
What was the Non-Current Liabilities values in May 2025?,0
What’s the total of our bank loans?,0
Please provide the value for: Have we borrowed or sold shares for cash recently,0
I want to know the last year?,0
I want to know the Is our capital working hard to make profits?,0
I want to know the EPS  for FY 2010.,0
Can you tell me what was the Assets last year?,0
I want to know the Working Capital  for First half 2013?,0
What was the Inventory Turnover values in May 2025?,0
Can you provide the Depreciation amount for the last quarter?,0
Please provide the value for: Can you share the Non-Current Assets for the period for Q1 2022,0
Please provide the value for: What’s the cash we have after capital spending in 2025,0
How much were the Non-Current Assets in Q1 2025?,0
Gimme Other Equity for last quater?,0
Please provide the value for: I wanna know Liabilities in Q1 2025,0
I want to know the Can u tell me Investment Property last yr?,0
Please provide the value for: How much was the EBITDA Margin in May 2025,0
Please provide the value for: I want to know the Investing Cash Flow cumulative through for FY 2023,0
I want to know the r Financial Liabilities last year?,0
Please provide the value for: How much was Net Worth in May 2025,0
How much was Revenue in May 2025?,0
I want to know the Wat was Interest Coverage Ratio this month?,0
How much was the Net Worth in Q1 2025?,0
I want to know the Can yu share Equity Ratio in Q1 2025?,0
How’s our profit after production trending in 2025?,0
Please give me the EBITDA for the period for July 2019.,0
Can you provide the Borrowings amounts for the last quarter?,0
I wanna know the Dividend Yield for the last quarter.,0
I want to know the EBITDA Margin value for Q1 2025?,0
Please provide the value for: What was the Net Worth value in May 2025,0
Please I would like to receive the Current Assets as of for First half 2017.,0
Please I would like to receive the Non-Current Assets for the period for FY 2010.,0
I want to know the Non-Current Assets value in May 2025?,0
I want to know the Price-to-Book (P/B) Ratio last year?,0
I want to know the Can u pls tel me Receivables Turnover in Q1 2025?,0
Can you provide the Accruals values for Q1 2025?,0
What’s the value of properties we rent out?,0
Please provide the value for: Can u pls tel me ROA in Q1 2025,0
Please provide the value for: I want to know the Current Liabilities cumulative through for FY 2022,0
Please provide the value for: How much was the PPE in May 2025,0
Can you tell me what was the Free Cash Flow last year?,0
Please give me the Current Assets as of for First half 2017.,0
What’s the total values of our unsold stock?,0
I want to know the Liabilities as of for FY 2015?,0
Please provide the value for: How much was the Price-to-Book Ratio in May 2025,0
Please provide the value for: Does our stock value match our actual worth,0
Please provide the value for: How much was the Payables Turnover in Q1 2025,0
Are we spreading costs for trademarks over time?,0
I want to know the Trade Payables last year?,0
Please provide the value for: What’s the worth of our patents and software,0
Tell me the Debt-to-Equity Ratio last yr?,0
Is our cash enough for immediate bills?,0
Please provide the value for: How quick are customer payments this year,0
I want to know the Gimme Working Capital figure for last quater?,0
Can yu share Current Ratio in Q1 2025?,0
Please provide the value for: How much was the Asset Turnover during the last quarter,0
Can you share the Liabilities to date for Second half 2015?,0
I want to know the How much was Equity Ratio last quater?,0
How much are we burning through on daily operations?,0
Please provide the value for: What’s the total value of everything we own right now,0
Please provide the value for: Wat was the Interest Coverage Ratio last quarter,0
I want to know the Can u pls tel me ROA in Q1 2025?,0
What’s the company worth to our shareholders this quarter?,0
Please provide the value for: Could you share the COGS for Q1 2025,0
Please provide the value for: How much are shareholders earning from their investment last quarter,0
I want to know the Do we have unpaid bills recorded for this month?,0
Please provide the value for: How much of each sale stays with us after regular costs in 2024,0
Gimme Investing Cash Flow for last quater?,0
Please provide the value for: Can u tell me Other Financial Liabilities last yr,0
Please provide the value for: I'd like to know the EBITDA Margin from the last quarter,0
How much was the Investment Property during the last year?,0
I want to know the What chunk of our sales is profit after making our products this quarter?,0
Tell me the value of Amortization in the last quarter.,0
Please provide the value for: Gimme Deferred Tax Liabilities for last quater,0
I want to know the total value of our unsold stock?,0
I want to know the Gross Profit last yr?,0
How does our values compare to core profits?,0
Please provide the value for: Can yu share what was the Dividend Payout Ratio last year,0
How much were the Liabilities in May 2025?,0
Are we giving investors a good return via dividends?,0
Please I would like to receive the Investing Cash Flow as of for March 2022.,0
Could you tell me the Equity for the period for FY 2017?,0
Please provide the value for: How much is the business valued at today,0
I want to know the r debts do we have besides loans?,0
I want to know the How much was Provisions in May 2025?,0
I want to know the Working Capital  for Q3 2016.,0
Can you provide the Trade Payables amount for the last quarter?,0
Are there future tax payments we’re deferring?,0
Can you share the ROA total this month?,0
Can you tell me what was the Working Capital Turnover last year?,0
Please provide the value for: Can you share the Equity for the period for December 2025,0
Please provide the value for: What was the Assets  for First half 2023,0
Please provide the value for: How much was the Amortization in May 2025,0
I want to know the How well are our assets generating profits in 2025?,0
What was the Deferred Tax Liabilities total this year?,0
Please provide the value for: How much was the Working Capital in May 2025,0
Please provide the value for: Can u tell me COGS last yr,0
I want to know the Can u tell me Net Worth last yr?,0
I want to know the Can yu share P/E Ratio in Q1 2025?,0
Can u pls tel me Revenue from Q1 2025?,0
I want to know the Net Worth year to date for First half 2023?,0
How much are investors earning on their stake in Q2?,0
I want to know the What portion of assets comes from borrowing?,0
Please provide the value for: I want to know the Gross Profit  for Q2 2014,0
Can you provide the Other Financial Liabilities value for Q2 2025?,0
Can you tell me what was the Investing Cash Flow last year?,0
Please provide the value for: Could you share the Provisions for Q2 2025,0
Please provide the value for: How much profit do our assets generate this year,0
I'd like to know the EBITDA Margin from the last quarter.,0
Please provide the value for: Are we keeping up with supplier payments,0
Can you tell me what was the Accruals last year?,0
Tell me Financing Cash Flow last quater?,0
Please provide the value for: I want to know the Revenue  for November 2025,0
Please provide the value for: Are our assets producing good profits this quarter,0
Please provide the value for: Could you tell me the EBITDA for the period for FY 2023,0
Can you tell me what was the Revenue last year?,0
Please provide the value for: Could you tell me the Net Profit year to date for Q2 2024,0
Please provide the value for: What taxes might we owe down the line,0
Please provide the value for: What was the Current Assets total this month,0
Can we pay debts without our inventory?,0
Tell me Accruals last quater?,0
I want to know the How much are our assets earning us in 2025?,0
Are we moving our stock quickly enough in Q2?,0
I want to know the Wat was P/E Ratio this month?,0
I want to know the Is our working capital driving enough sales?,0
I want to know the Is our cash sufficient for urgent bills?,0
Please provide the value for: How much was ROCE in May 2025,0
Please provide the Share Capital amount for Q1 2025?,0
Are we spreading out expenses for software over time?,0
I want to know the Investment Property total this year?,0
I want to know the Tell me Non-Current Liabilities in Q1 2025?,0
Please provide the value for: What did we spend on investments in May 2025,0
What’s our profit before write-offs this quarter?,0
Please provide the value for: How well are our assets generating profits in 2025,0
What’s our profit from operations in Q2 2025?,0
Please provide the value for: Wat was Borrowings this month,0
What portion of assets comes from borrowing?,0
I want to know the Debt Ratio value for Q1 2025?,0
Can you share the Debt-to-Equity Ratio for Q1 2025?,0
I want to know the How much was PPE in May 2025?,0
I want to know the Receivables Turnover last year?,0
I want to know the Free Cash Flow for Q1 2025?,0
Are we earning well from what we own?,0
Can you tell me what was the Provisions last year?,0
What’s the payback for shareholders this year?,0
Please provide the value for: How much are our patents and brands valued at,0
How does our value compare to profits before taxes?,0
What’s the total cash from issuing shares?,0
Please provide the value for: Can you share the Liabilities cumulative through for Q4 2015,0
Please I would like to receive the Net Profit for the period for FY 2025.,0
I want to know the Share Capital amount for Q1 2025?,0
Can you share the Gross Profit  for November 2018?,0
I want to know the long haul?,0
Can yu share Receivables Turnover last yr?,0
Can you tell me what was the Trade Payables last year?,0
I want to know the value of our rental properties?,0
What’s the worth of our financial investments?,0
I want to know the products we’ve got ready to sell?,0
Please provide the value for: Wat was the Capital Gearing Ratio last quarter,0
"Could you share the Earnings before Interest, Tax, Depreciation, and Amortisation for the last quarter?",0
I want to know the Net Worth  for FY 2017.,0
How much was the Operating Profit in Q1 2025?,0
What’s the worth of all the products we’ve got ready to sell?,0
Could you tell me the Net Profit year to date for Q2 2024?,0
Please provide the value for: Gimme Free Cash Flow figure for last quater,0
Please provide the value for: I want to know the Depreciation year to date for Q1 2015,0
Please provide the value for: How much was Non-Current Assets in May 2025,0
Are we selling our products fast enough compared to what’s in stock?,0
Could you tell me the Net Worth so far for June 2015?,0
I want to know the re future tax payments we’re deferring?,0
Please provide the Liabilities amount for the last quarter?,0
Please provide the value for: Could you tell me the Assets as of for July 2019,0
Wat was Debt-to-Equity Ratio this month?,0
Please provide the value for: Tell me P/B Ratio last quater,0
Could you tell me the Net Worth year to date for First half 2023?,0
Please I would like to receive the Financing Cash Flow  for Q1 2016.,0
What’s the depreciation on our machines this year?,0
Give me the ROE figures for the last quarter.,0
I want to know the owners?,0
Please provide the value for: Tell me Interest Coverage Ratio in Q1 2025,0
Could you tell me the Free Cash Flow  for First half 2018?,0
I want to know the Can u pls tel me Amortization in Q1 2025?,0
How much was Interest Coverage Ratio in May 2025?,0
Can you tell me what was the Capital Gearing Ratio last year?,0
I want to know the How much was ROE in May 2025?,0
I would like to receive Net Worth figure for last quater?,0
Give me Quick Ratio (Acid Test) figures for last quater?,0
I want to know the How much was COGS in May 2025?,0
I want to know the Non-Current Assets  for Q4 2017.,0
Please provide the value for: Gimme Financial Assets for last quater,0
Can you share the Non-Current Assets for the period for Q1 2022?,0
I want to know the Assets  for First half 2023?,0
I want to know the Current Ratio total this month?,0
How much of our revenue stays after making goods?,0
I want to know the Operating Expenses up to for Q4 2022?,0
I want to know the Debt Ratio last year?,0
I want to know the ROE value for Q1 2025?,0
Please provide the value for: What was the Net Profit Margin total this month,0
I want to know the How much profit did we keep after production in Q1?,0
Can you share the Non-Current Assets up to for November 2015?,0
Please provide the value for: What was the P/E Ratio total this month,0
Is our stock price high compared to profits?,0
How much was EV in May 2025?,0
Are we overvaluesd based on our earnings?,0
It is requested to provide the Cost of Goods Sold (COGS) last year?,0
Does our stock price reflect our real value?,0
Please provide the value for: Any money raised from investors or borrowing this month,0
I want to know the period for July 2025?,0
Please give me the EPS  for Q1 2020.,0
Could you tell me the EBITDA up to for Second half 2013?,0
I want to know the business valued at with all debts?,0
I want to know the How much are our patents and brands valued at?,0
How much is the business valuesd at today?,0
I wanna know the Trade Payables for the last quarter.,0
Please provide the P/E Ratio amount for the last quarter?,0
What was the Provisions values in May 2025?,0
What’s the per-share profit for this quarter?,0
Are we settling vendor bills on time in 2025?,0
Can u pls tel me P/B Ratio in Q1 2025?,0
I want to know the Wat was Current Ratio this month?,0
Please provide the value for: How much was Free Cash Flow in May 2025,0
Please provide the value for: How much of what we have is paid for with loans,0
Please provide the value for: Did it cost more to make products in May 2025,0
How much cash remains after buying equipment?,0
I want to know the How much cash came from issuing shares?,0
What was the Depreciation to date for FY 2025?,0
What was the Trade Payables total this month?,0
Please provide the value for: How much do shareholders own of the company,0
I want to know the Non-Current Assets to date for FY 2010.,0
I want to know the How much did we earn before taxes in May?,0
I want to know the What bills are we holding off this month?,0
Can you share the Non-Current Assets  for November 2021?,0
Please provide the value for: Wat was ROCE this month,0
Please provide the value for: How much cash is left after equipment buys in June,0
Wat was ROCE this month?,0
Are we saving enough for future employee costs?,0
Are we prepared for unexpected costs like lawsuits?,0
Please provide the value for: What was the ROA value in May 2025,0
I want to know the books but unpaid as of now?,0
Please provide the value for: Can you share the Revenue for the period for Q2 2013,0
I want to know the Tell me Investment Property in Q1 2025?,0
I would like to receive Investment Property figure for last quater?,0
I want to know the How much profit are we sharing with shareholders?,0
I want to know the Wat was Receivables Turnover this month?,0
Can you provide the Share Capital amount for the last quarter?,0
Can yu share Financing Cash Flow in Q1 2025?,0
I want to know the What’s our company worth relative to core earnings?,0
How much are we behind on vendor payments?,0
Wat was Depreciation this month?,0
I want to know the What’s our bottom line for Q2 2025?,0
I want to know the EBITDA  for Q4 2016?,0
Please provide the value for: Tell me Capital Gearing Ratio in Q1 2025,0
I want to know the Operating Profit this month?,0
Please provide the value for: How much was Inventory Turnover in May 2025,0
I want to know the Non-Current Liabilities value in May 2025?,0
Can you share the Operating Cash Flow  for Second half 2023?,0
Please provide the Revenue amount for Q1 2025?,0
Can yu share what was the Dividend Payout Ratio last year?,0
I want to know the Do we have funds reserved for future liabilities?,0
I want to know the Can you pls tel me Accruals from last year?,0
Did it cost more to make things this month than last month?,0
I want to know the What did we earn from operations in Q1 2025?,0
Can u tell me Other Financial Liabilities last yr?,0
I want to know the How much was Current Assets in May 2025?,0
I want to know the What’s left after covering production costs this year?,0
I want to know the Non-Current Assets last quarter?,0
I want to know the Is our stock in line with our net assets?,0
Please provide the value for: How much of our revenue stays after making goods,0
Please provide the value for: Can you share the Gross Profit as of for FY 2016,0
How much of our profits are we giving as dividends?,0
Wat was Working Capital Turnover this month?,0
I want to know the period for Q2 2023.,0
"Please provide the value for: After covering production, what did we keep in Q2 2025",0
I want to know the How much was Equity Ratio in May 2025?,0
I want to know the Enterprise Value in May 2025?,0
Please provide the value for: What portion of earnings goes to shareholders,0
Please provide the value for: What was the Gross Profit total this month,0
What did we spend on new machines in Q1 2025?,0
I want to know the Can u pls tel me P/B Ratio in Q1 2025?,0
Please provide the value for: What was the Assets for the period for FY 2023,0
I want to know the interest on our loans comfortably?,0
Have we saved up for any big costs coming up?,0
Please provide the value for: Could you tell me the Current Assets year to date for First half 2014,0
Please provide the value for: Could you tell me the Amortization as of for FY 2022,0
I want to know the Working Capital amount this month?,0
What was the ROCE values in May 2025?,0
Can u tell me COGS last yr?,0
Could you share the PPE for the last quarter?,0
I want to know the period for August 2025?,0
What was the Equity Ratio total this month?,0
Please provide the value for: Can we pay off our short-term bills easily right now,0
Please provide the value for: What was the Current Liabilities  for January 2023,0
It is requested to provide the Depreciation last year?,0
I want to know the Free Cash Flow for the period for FY 2017.,0
Please give me the Current Liabilities as of for May 2015.,0
Please provide the value for: What was the Working Capital amount this month,0
How much was the EBITDA in May 2025?,0
Please provide the value for: Tell me EBITDA Margin in Q1 2025,0
Are our debts higher than our equity?,0
What’s our real profit percentage from all sales last year?,0
Please provide the value for: How much are we spending to keep things running,0
I want to know the EPS  for Second half 2024?,0
It is requested to provide the Operating Profit Margin last year?,0
Can u tell me what was the Deferred Tax Liabilities last year?,0
Please provide the value for: What was the Payables Turnover value in May 2025,0
Please provide the value for: How much was the Equity in May 2025,0
I want to know the Equity in May 2025?,0
I want to know the What share of earnings goes to dividend payments?,0
Please provide the value for: How’s our core profit before interest this month,0
I want to know the Are our short-term resources helping us sell more?,0
How much was Net Profit in May 2025?,0
I want to know the Are we okay with interest payments this quarter?,0
I want to know the Net Profit total this month?,0
Please give me the Operating Expenses  for Q1 2021.,0
Are we spreading out costs for non-physical stuff?,0
I want to know the Quick Ratio last year?,0
How much were the Non-Current Liabilities in Q1 2025?,0
How much was the Asset Turnover in May 2025?,0
I want to know the cash we have after capital spending in 2025?,0
I want to know the period for May 2018.,0
Tell me EV in Q1 2025?,0
Please give me the Assets for the period for Second half 2010.,0
Can u pls tel me Net Profit last yr?,0
What was the Equity cumulative through for February 2019?,0
How much was Payables Turnover in May 2025?,0
Please provide the Non-Current Liabilities total this month?,0
Tell me the value of Quick Ratio (Acid Test) in the last quarter.,0
I want to know the Do we owe more than our shareholders’ worth?,0
Please provide the value for: What was the Borrowings total this month,0
Wat was Financial Assets this month?,0
Please provide the value for: I want to know the Operating Cash Flow  for Q4 2016,0
I want to know the Financing Cash Flow year to date for First half 2014?,0
Wat was Asset Turnover this month?,0
Please provide the value for: Could you tell me the Financing Cash Flow year to date for First half 2014,0
Please give me the Free Cash Flow cumulative through for Second half 2022.,0
Please provide the value for: What costs are we stretching out for intangibles,0
Please provide the value for: What's was the Inventories last quarter,0
I want to know the Debt Ratio total this month?,0
What was the Working Capital amounts this month?,0
Please provide the value for: How much was Current Liabilities in May 2025,0
What costs are we stretching for intangibles?,0
I want to know the Quick Ratio in May 2025?,0
Please provide the value for: Are there unpaid expenses logged for Q2,0
Please provide the value for: Wat was the Liabilities last quater,0
Please provide the value for: Can yu share Financing Cash Flow in Q1 2025,0
I want to know the I wanna know Non-Current Assets in Q1 2025?,0
Please provide the value for: Are our assets earning strong profits,0
Can you provide the Accruals value for Q1 2025?,0
I want to know the Revenue amount for Q1 2025?,0
Please provide the value for: Can you share the EBITDA to date for FY 2015,0
I want to know the Current Liabilities in May 2025?,0
How much values is in our non-physical assets?,0
How much value is in our non-physical assets?,0
I want to know the total cash from issuing shares?,0
Please provide the value for: Do our assets generate strong revenue,0
Could you tell me the Financing Cash Flow so far for Second half 2010?,0
What's was the Cash Ratio last quarter?,0
I want to know the Are our assets driving enough sales this year?,0
It is requested to provide the Return on Capital Employed (ROCE) last year?,0
I want to know the business valued at today?,0
I want to know the Can we cover loan interest with our profits?,0
What was the Other Financial Liabilities total this month?,0
I want to know the Wat was Deferred Tax Assets this month?,0
I want to know the How much was Debt Ratio in May 2025?,0
I want to know the per-share profit for investors in Q2?,0
Please provide the value for: Can you share the Current Assets as of for FY 2021,0
I want to know the Can u pls tel me Non-Current Liabilities last yr?,0
I want to know the Financial Assets last year?,0
What’s the values of our long-term stuff like factories?,0
Did we get any cash from loans in June 2025?,0
I want to know the EBITDA Margin last year?,0
I want to know the How much of our revenue stays after making goods?,0
Please provide the ROE value for Q1 2025?,0
It is requested to provide the Non-Current Liabilities last year?,0
Give me the Revenue figure for the last quarter.,0
I want to know the Contingent Liabilities for Q1 2025?,0
Please provide the value for: What was the total Assets this month,0
Please provide the value for: I wanna know the Cost of Goods Sold (COGS) for the last quarter,0
I want to know the Do we have enough cash for bills due immediately?,0
I want to know the Dividend Yield in Q1 2025?,0
I wanna know Non-Current Assets in Q1 2025?,0
I want to know the Wat was Accruals this month?,0
Please provide the value for: Can we handle short-term debts comfortably,0
Please provide the value for: Are we getting good sales from our working capital,0
I want to know the COGS for Q1 2025?,0
How much of profits are we sharing as dividends?,0
Tell me EBITDA Margin in Q1 2025?,0
Did we raise funds through financing in Q2 2025?,0
I want to know the Accruals value for Q1 2025?,0
How fast are customers paying us in 2025?,0
What was the Current Ratio total this month?,0
Can you tell me what was the Working Capital last year?,0
What was the Operating Expenses to date for June 2015?,0
How much was Debt-to-Equity Ratio in May 2025?,0
I want to know the Tell me Share Capital last quater?,0
Wat was Quick Ratio this month?,0
I want to know the Can you pls tel me Operating Profit Margin from last year?,0
Please provide the value for: Can you share the Investment Property for Q1 2025,0
Can you provide the Depreciation amounts for the last quarter?,0
What was the Current Liabilities  for January 2023?,0
I want to know the Current Assets to date for Q1 2014.,0
Please provide the value for: Can you share the Net Worth to date for FY 2016,0
Can you share the Free Cash Flow for Q1 2025?,0
I want to know the Wat was Capital Gearing Ratio this month?,0
Wat was the Operating Profit this month?,0
What was the Operating Expenses amounts this month?,0
Please provide the value for: Could you tell me the Investing Cash Flow cumulative through for January 2015,0
Please provide the value for: How much cash did we generate from operations in Q1,0
What’s our profitability after making goods?,0
Could you tell me the Free Cash Flow as of for March 2017?,0
Please provide the Provisions amount for the last quarter?,0
Can yu share EBIT last yr?,0
Please provide the value for: Wat was Quick Ratio this month,0
Did it cost more to make products in May 2025?,0
Please provide the value for: What was the EV/EBITDA total this month,0
It is requested to provide the Receivables Turnover last year?,0
Please provide the value for: How much are dividends paying out this year,0
Please provide the value for: How much profit did we clear after all costs in May,0
Please give me the Depreciation  for Second half 2023.,0
Please provide the value for: Wat was Financing Cash Flow this month,0
I want to know the EBITDA as of for Q3 2015?,0
Please provide the value for: What’s the value of our rental properties,0
Please provide the value for: How much profit are we sharing with shareholders,0
Please provide the value for: Could you tell me the Operating Expenses up to for Q4 2022,0
Please provide the value for: What costs are we stretching for intangibles,0
I want to know the Can u pls tel me Borrowings last yr?,0
Please provide the value for: I want to know the Current Liabilities up to for Second half 2017,0
I want to know the How much are we writing off for old equipment this month?,0
I want to know the period for February 2018?,0
I want to know the How’s our profit margin after production in Q1?,0
I want to know the debt-to-equity balance in our funding?,0
I want to know the Can u tell me Inventory Turnover last yr?,0
Can you share the Operating Cash Flow  for First half 2016?,0
I want to know the Wat was Deferred Tax Liabilities this month?,0
I want to know the Dividend Payout Ratio for Q1 2025?,0
Please provide the value for: How much were the Liabilities in May 2025,0
Please provide the value for: What was the Non-Current Assets for the period for Q2 2016,0
How much was the Interest Coverage Ratio in Q1 2025?,0
Please provide the Net Profit (PAT) amount for the last quarter?,0
I want to know the Tell me Financing Cash Flow last quater?,0
Please give me the Assets  for March 2018.,0
Please provide the Inventories amount for the last quarter?,0
Please provide the value for: How does our debt compare to our own funds,0
I want to know the Receivables Turnover this month?,0
How much was the Net Profit Margin in May 2025?,0
What’s the values of properties we rent out?,0
Wat was the Net Worth this month?,0
Please I would like to receive the EPS for the period for April 2019.,0
Are we setting aside enough for employee benefits?,0
How much was Working Capital in May 2025?,0
I want to know the Revenue as of for FY 2025?,0
Can you provide the Working Capital values for Q1 2025?,0
How much of our earnings are we giving out to shareholders?,0
Please provide the value for: What was the Working Capital as of for Second half 2024,0
How much have we borrowed from banks overall?,0
I want to know the Net Worth to date for FY 2013.,0
Please provide the value for: What’s our free cash after capital expenses this month,0
Please provide the value for: Could you tell me the Operating Expenses year to date for April 2016,0
How much was the Other Financial Liabilities during Q1 2025?,0
It is requested to provide the Capital Gearing Ratio last year?,0
What share of our assets comes from owners’ funds?,0
What was the EPS year to date for November 2023?,0
I want to know the How much was Free Cash Flow in May 2025?,0
What was the Gross Profit total this month?,0
Tell me Operating Cash Flow in Q1 2025?,0
Please provide the value for: What’s the payout to investors from dividends right now,0
I want to know the period for July 2022?,0
Please provide the value for: Can you share the Receivables Turnover this month,0
How does our value compare to core profits?,0
I want to know the Liabilities last year?,0
I want to know the ROA in Q1 2025?,0
Are there potential liabilities from future events?,0
Please provide the value for: How much tax will we owe down the road,0
I'd like to know the Receivables Turnover from the last quarter.,0
Please provide the value for: How much was EBITDA Margin in May 2025,0
I want to know the Wat was Non-Current Liabilities this month?,0
Please provide the value for: Can you share the Financing Cash Flow for the period for Q4 2011,0
I want to know the Operating Cash Flow  for First half 2016?,0
Please provide the value for: Are we spreading costs for trademarks over time,0
Please provide the value for: Are there future tax bills we’re holding off,0
"I want to know the After buying what we needed, how much cash is left this year?",0
I want to know the How much are our physical assets worth in Q2?,0
What was the Dividend Yield values in May 2025?,0
I want to know the Amortization to date for Q3 2011.,0
I want to know the How much have we saved from past earnings?,0
I want to know the Financing Cash Flow in Q1 2025?,0
What was the Current Assets as of for Q3 2011?,0
How much was the Deferred Tax Assets in Q4 2024?,0
Are our assets driving enough sales this year?,0
Can you provide the Capital Gearing Ratio value for Q1 2025?,0
How does our profit after making goods compare to others?,0
I want to know the worth of our financial investments?,0
I want to know the Are we using what we own to boost sales well?,0
Please provide the value for: Can you share the Dividend Payout Ratio for Q1 2025,0
I want to know the Depreciation last quarter?,0
How much was the Payables Turnover in Q1 2025?,0
I want to know the Price-to-Earnings (P/E) Ratio last year?,0
Please provide the value for: What’s our free cash flow for Q2 2025,0
How much are our products in storage worth?,0
I want to know the What part of our sales is profit before taxes and wear-and-tear costs this month?,0
Please provide the value for: How much were the Current Liabilities in May 2025,0
Please provide the value for: How much cash did we make in the first half of 2025,0
Please provide the value for: What chunk of our sales is profit after making our products this quarter,0
Do we owe more than our company’s worth to shareholders?,0
I would like to receive Operating Cash Flow figure for last quater?,0
I want to know the What’s our free cash after capital expenses this month?,0
Can you provide the Deferred Tax Liabilities amounts for the last quarter?,0
I want to know the EPS  for February 2025?,0
I want to know the Can we cover loan interest without stress?,0
Please provide the value for: Are we setting aside enough for employee benefits,0
I want to know the mix of loans versus our own money?,0
Can you share the Operating Expenses for the period for Second half 2013?,0
How much was Non-Current Liabilities in May 2025?,0
Please provide the value for: How much was Working Capital in May 2025,0
I want to know the EBITDA up to for Second half 2013?,0
Please provide the value for: What’s the profit per share in the first half of 2025,0
Are we using our capital wisely to make money?,0
How much cash do we have to handle bills due this month?,0
Please provide the value for: How much was Asset Turnover in May 2025,0
I want to know the write-off for our gear this quarter?,0
I want to know the Tell me Provisions in Q1 2025?,0
I want to know the EPS in May 2025?,0
I want to know the How much of our profits are we giving as dividends?,0
Please provide the value for: How much are we writing off for assets in June,0
Please provide the value for: Wat was Working Capital Turnover this month,0
Can you tell me what was the EV/EBITDA last year?,0
Are we okay for bills due in the next year?,0
I want to know the Liabilities last quater?,0
I want to know the Operating Expenses to date for June 2015?,0
I want to know the What’s our profit before equipment costs this quarter?,0
I want to know the Are our assets generating enough sales?,0
Please provide the value for: How much was the Receivables Turnover in May 2025,0
Please provide the value for: How much was P/B Ratio in May 2025,0
What’s the cost we’re spreading out for things like patents?,0
How much was Deferred Tax Assets in May 2025?,0
Please provide the value for: How much was Deferred Tax Liabilities in May 2025,0
Please provide the value for: Gimme ROE figure for last quater,0
Please provide the value for: How much was the Current Ratio during the last quarter,0
What was the Liabilities total this month?,0
Please provide the value for: How quick are we collecting payments this quarter,0
Can we pay debts without selling our stockpile?,0
I want to know the Net Profit to date for Q4 2019?,0
