query,label,score
What’s our profit percentage before taxes in Q2?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,0.0
What’s our profit percentage before taxes in Q2?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
What’s our profit percentage before taxes in Q2?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
What’s our profit percentage before taxes in Q2?,Dividend Payout Ratio can be defined as % of earnings distributed as dividends.,0.0
What’s our profit percentage before taxes in Q2?,Net Profit Margin can be defined as Bottom-line profitability.,0.0
What’s our profit percentage before taxes in Q2?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,0.0
What’s our profit percentage before taxes in Q2?,Gross Profit can be defined as Revenue - COGS.,0.0
What’s our profit percentage before taxes in Q2?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
What’s our profit percentage before taxes in Q2?,EBITDA Margin can be defined as Operating performance before non-cash items.,1.0
What’s our profit percentage before taxes in Q2?,EV/EBITDA can be defined as Company valuation relative to EBITDA,0.0
How much of sales is profit before write-offs?,EBITDA Margin can be defined as Operating performance before non-cash items.,1.0
How much of sales is profit before write-offs?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,0.0
How much of sales is profit before write-offs?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
How much of sales is profit before write-offs?,Gross Profit can be defined as Revenue - COGS.,0.0
How much of sales is profit before write-offs?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
How much of sales is profit before write-offs?,"EBITDA can be defined as Earnings before interest, tax, depreciation, and amortization.",0.0
How much of sales is profit before write-offs?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,0.0
How much of sales is profit before write-offs?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
How much of sales is profit before write-offs?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
How much of sales is profit before write-offs?,Net Profit Margin can be defined as Bottom-line profitability.,0.0
Can we handle short-term debts comfortably?,Current Ratio can be defined as Measures short-term liquidity.,1.0
Can we handle short-term debts comfortably?,Current Liabilities can be defined as Obligations due within one year.,0.0
Can we handle short-term debts comfortably?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
Can we handle short-term debts comfortably?,Contingent Liabilities can be defined as Potential obligations depending on future events.,0.0
Can we handle short-term debts comfortably?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,0.0
Can we handle short-term debts comfortably?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
Can we handle short-term debts comfortably?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Can we handle short-term debts comfortably?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0.0
Can we handle short-term debts comfortably?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
Can we handle short-term debts comfortably?,Debt-to-Equity Ratio can be defined as Financial leverage.,0.0
Are we okay for bills due in the next year?,Current Ratio can be defined as Measures short-term liquidity.,1.0
Are we okay for bills due in the next year?,Current Liabilities can be defined as Obligations due within one year.,0.0
Are we okay for bills due in the next year?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Are we okay for bills due in the next year?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,0.0
Are we okay for bills due in the next year?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
Are we okay for bills due in the next year?,Contingent Liabilities can be defined as Potential obligations depending on future events.,0.0
Are we okay for bills due in the next year?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
Are we okay for bills due in the next year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0.0
Are we okay for bills due in the next year?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
Are we okay for bills due in the next year?,"Operating Expenses can be defined as Expenses incurred in the normal course of business (e.g., salaries, rent).",0.0
Can we pay debts without our inventory?,Quick Ratio (Acid Test) can be defined as More stringent liquidity test.,1.0
Can we pay debts without our inventory?,Inventories can be defined as Assets held for sale in the ordinary course of business or for use in the production process,0.0
Can we pay debts without our inventory?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
Can we pay debts without our inventory?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
Can we pay debts without our inventory?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0.0
Can we pay debts without our inventory?,Debt Ratio can be defined as Proportion of assets financed by debt.,0.0
Can we pay debts without our inventory?,Inventory Turnover can be defined as How quickly inventory is sold.,0.0
Can we pay debts without our inventory?,Current Liabilities can be defined as Obligations due within one year.,0.0
Can we pay debts without our inventory?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0.0
Can we pay debts without our inventory?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,0.0
Do we have enough without stock for debts?,Quick Ratio (Acid Test) can be defined as More stringent liquidity test.,1.0
Do we have enough without stock for debts?,Net Worth can be defined as Another term for equity,0.0
Do we have enough without stock for debts?,Debt Ratio can be defined as Proportion of assets financed by debt.,0.0
Do we have enough without stock for debts?,Debt-to-Equity Ratio can be defined as Financial leverage.,0.0
Do we have enough without stock for debts?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
Do we have enough without stock for debts?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,0.0
Do we have enough without stock for debts?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Do we have enough without stock for debts?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
Do we have enough without stock for debts?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Do we have enough without stock for debts?,"Financing Cash Flow can be defined as Cash from borrowing, issuing shares, or dividend payments.",0.0
Is our cash sufficient for urgent bills?,Cash Ratio can be defined as Most conservative liquidity measure.,1.0
Is our cash sufficient for urgent bills?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Is our cash sufficient for urgent bills?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
Is our cash sufficient for urgent bills?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0.0
Is our cash sufficient for urgent bills?,"Financing Cash Flow can be defined as Cash from borrowing, issuing shares, or dividend payments.",0.0
Is our cash sufficient for urgent bills?,Current Ratio can be defined as Measures short-term liquidity.,0.0
Is our cash sufficient for urgent bills?,Quick Ratio (Acid Test) can be defined as More stringent liquidity test.,0.0
Is our cash sufficient for urgent bills?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
Is our cash sufficient for urgent bills?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,0.0
Is our cash sufficient for urgent bills?,"Investing Cash Flow can be defined as Cash used in or generated from investments (e.g., asset purchase, sale).",0.0
Can we cover immediate expenses with cash?,Cash Ratio can be defined as Most conservative liquidity measure.,1.0
Can we cover immediate expenses with cash?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
Can we cover immediate expenses with cash?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Can we cover immediate expenses with cash?,"Operating Expenses can be defined as Expenses incurred in the normal course of business (e.g., salaries, rent).",0.0
Can we cover immediate expenses with cash?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
Can we cover immediate expenses with cash?,"Financing Cash Flow can be defined as Cash from borrowing, issuing shares, or dividend payments.",0.0
Can we cover immediate expenses with cash?,"Investing Cash Flow can be defined as Cash used in or generated from investments (e.g., asset purchase, sale).",0.0
Can we cover immediate expenses with cash?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
Can we cover immediate expenses with cash?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
Can we cover immediate expenses with cash?,Payables Turnover can be defined as How quickly payables are paid.,0.0
How quickly are we selling inventory this year?,Inventory Turnover can be defined as How quickly inventory is sold.,1.0
How quickly are we selling inventory this year?,Inventories can be defined as Assets held for sale in the ordinary course of business or for use in the production process,0.0
How quickly are we selling inventory this year?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How quickly are we selling inventory this year?,Payables Turnover can be defined as How quickly payables are paid.,0.0
How quickly are we selling inventory this year?,Receivables Turnover can be defined as How efficiently receivables are collected.,0.0
How quickly are we selling inventory this year?,Current Ratio can be defined as Measures short-term liquidity.,0.0
How quickly are we selling inventory this year?,Asset Turnover can be defined as How efficiently assets are used.,0.0
How quickly are we selling inventory this year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0.0
How quickly are we selling inventory this year?,Current Liabilities can be defined as Obligations due within one year.,0.0
How quickly are we selling inventory this year?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,0.0
Are we moving stock fast enough in Q2?,Quick Ratio (Acid Test) can be defined as More stringent liquidity test.,0.0
Are we moving stock fast enough in Q2?,Current Ratio can be defined as Measures short-term liquidity.,0.0
Are we moving stock fast enough in Q2?,Inventory Turnover can be defined as How quickly inventory is sold.,1.0
Are we moving stock fast enough in Q2?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Are we moving stock fast enough in Q2?,Net Worth can be defined as Another term for equity,0.0
Are we moving stock fast enough in Q2?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,0.0
Are we moving stock fast enough in Q2?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
Are we moving stock fast enough in Q2?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Are we moving stock fast enough in Q2?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
Are we moving stock fast enough in Q2?,"Investing Cash Flow can be defined as Cash used in or generated from investments (e.g., asset purchase, sale).",0.0
Are we collecting client payments quickly?,Payables Turnover can be defined as How quickly payables are paid.,0.0
Are we collecting client payments quickly?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
Are we collecting client payments quickly?,Receivables Turnover can be defined as How efficiently receivables are collected.,1.0
Are we collecting client payments quickly?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
Are we collecting client payments quickly?,Current Ratio can be defined as Measures short-term liquidity.,0.0
Are we collecting client payments quickly?,Quick Ratio (Acid Test) can be defined as More stringent liquidity test.,0.0
Are we collecting client payments quickly?,Current Liabilities can be defined as Obligations due within one year.,0.0
Are we collecting client payments quickly?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Are we collecting client payments quickly?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0.0
Are we collecting client payments quickly?,Revenue can be defined as Income from sales of goods or services.,0.0
How fast are customers paying us in 2025?,Receivables Turnover can be defined as How efficiently receivables are collected.,1.0
How fast are customers paying us in 2025?,Payables Turnover can be defined as How quickly payables are paid.,0.0
How fast are customers paying us in 2025?,Current Liabilities can be defined as Obligations due within one year.,0.0
How fast are customers paying us in 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How fast are customers paying us in 2025?,Current Ratio can be defined as Measures short-term liquidity.,0.0
How fast are customers paying us in 2025?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
How fast are customers paying us in 2025?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,0.0
How fast are customers paying us in 2025?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
How fast are customers paying us in 2025?,Contingent Liabilities can be defined as Potential obligations depending on future events.,0.0
How fast are customers paying us in 2025?,EV/EBITDA can be defined as Company valuation relative to EBITDA,0.0
Are we paying suppliers promptly this quarter?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
Are we paying suppliers promptly this quarter?,Payables Turnover can be defined as How quickly payables are paid.,1.0
Are we paying suppliers promptly this quarter?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
Are we paying suppliers promptly this quarter?,Current Ratio can be defined as Measures short-term liquidity.,0.0
Are we paying suppliers promptly this quarter?,Quick Ratio (Acid Test) can be defined as More stringent liquidity test.,0.0
Are we paying suppliers promptly this quarter?,Current Liabilities can be defined as Obligations due within one year.,0.0
Are we paying suppliers promptly this quarter?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,0.0
Are we paying suppliers promptly this quarter?,Receivables Turnover can be defined as How efficiently receivables are collected.,0.0
Are we paying suppliers promptly this quarter?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
Are we paying suppliers promptly this quarter?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How often do we settle vendor bills?,Payables Turnover can be defined as How quickly payables are paid.,1.0
How often do we settle vendor bills?,Current Liabilities can be defined as Obligations due within one year.,0.0
How often do we settle vendor bills?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
How often do we settle vendor bills?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
How often do we settle vendor bills?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
How often do we settle vendor bills?,Contingent Liabilities can be defined as Potential obligations depending on future events.,0.0
How often do we settle vendor bills?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
How often do we settle vendor bills?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,0.0
How often do we settle vendor bills?,Receivables Turnover can be defined as How efficiently receivables are collected.,0.0
How often do we settle vendor bills?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
Are our assets generating enough sales?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0.0
Are our assets generating enough sales?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Are our assets generating enough sales?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0.0
Are our assets generating enough sales?,Inventories can be defined as Assets held for sale in the ordinary course of business or for use in the production process,0.0
Are our assets generating enough sales?,"Investing Cash Flow can be defined as Cash used in or generated from investments (e.g., asset purchase, sale).",0.0
Are our assets generating enough sales?,Asset Turnover can be defined as How efficiently assets are used.,1.0
Are our assets generating enough sales?,Revenue can be defined as Income from sales of goods or services.,0.0
Are our assets generating enough sales?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
Are our assets generating enough sales?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
Are our assets generating enough sales?,Investment Property can be defined as Property held to earn rentals or for capital appreciation,0.0
Do our assets drive revenue efficiently?,Asset Turnover can be defined as How efficiently assets are used.,1.0
Do our assets drive revenue efficiently?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0.0
Do our assets drive revenue efficiently?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0.0
Do our assets drive revenue efficiently?,Revenue can be defined as Income from sales of goods or services.,0.0
Do our assets drive revenue efficiently?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Do our assets drive revenue efficiently?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
Do our assets drive revenue efficiently?,"Investing Cash Flow can be defined as Cash used in or generated from investments (e.g., asset purchase, sale).",0.0
Do our assets drive revenue efficiently?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
Do our assets drive revenue efficiently?,Gross Profit can be defined as Revenue - COGS.,0.0
Do our assets drive revenue efficiently?,Operating Cash Flow can be defined as Cash generated from core business operations.,0.0
Is our short-term cash boosting sales?,Working Capital Turnover can be defined as Efficiency in using working capital.,1.0
Is our short-term cash boosting sales?,Current Ratio can be defined as Measures short-term liquidity.,0.0
Is our short-term cash boosting sales?,"Investing Cash Flow can be defined as Cash used in or generated from investments (e.g., asset purchase, sale).",0.0
Is our short-term cash boosting sales?,Dividend Yield can be defined as Cash return from dividends.,0.0
Is our short-term cash boosting sales?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Is our short-term cash boosting sales?,"Financing Cash Flow can be defined as Cash from borrowing, issuing shares, or dividend payments.",0.0
Is our short-term cash boosting sales?,Revenue can be defined as Income from sales of goods or services.,0.0
Is our short-term cash boosting sales?,Operating Cash Flow can be defined as Cash generated from core business operations.,0.0
Is our short-term cash boosting sales?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
Is our short-term cash boosting sales?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
Are we getting sales from working capital?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Are we getting sales from working capital?,Working Capital Turnover can be defined as Efficiency in using working capital.,1.0
Are we getting sales from working capital?,"Investing Cash Flow can be defined as Cash used in or generated from investments (e.g., asset purchase, sale).",0.0
Are we getting sales from working capital?,Operating Cash Flow can be defined as Cash generated from core business operations.,0.0
Are we getting sales from working capital?,Net Worth can be defined as Another term for equity,0.0
Are we getting sales from working capital?,Revenue can be defined as Income from sales of goods or services.,0.0
Are we getting sales from working capital?,"Financing Cash Flow can be defined as Cash from borrowing, issuing shares, or dividend payments.",0.0
Are we getting sales from working capital?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
Are we getting sales from working capital?,Share Capital can be defined as Funds raised by issuing shares.,0.0
Are we getting sales from working capital?,Investment Property can be defined as Property held to earn rentals or for capital appreciation,0.0
Are our debts bigger than our equity?,Net Worth can be defined as Another term for equity,0.0
Are our debts bigger than our equity?,Debt-to-Equity Ratio can be defined as Financial leverage.,1.0
Are our debts bigger than our equity?,Equity can be defined as Owners’ interest in the company (Assets - Liabilities).,0.0
Are our debts bigger than our equity?,Debt Ratio can be defined as Proportion of assets financed by debt.,0.0
Are our debts bigger than our equity?,Equity Ratio can be defined as Portion of assets funded by equity.,0.0
Are our debts bigger than our equity?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
Are our debts bigger than our equity?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,0.0
Are our debts bigger than our equity?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Are our debts bigger than our equity?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
Are our debts bigger than our equity?,Capital Gearing Ratio can be defined as Proportion of debt in capital structure.,0.0
Do we owe more than our shareholders’ worth?,Debt-to-Equity Ratio can be defined as Financial leverage.,1.0
Do we owe more than our shareholders’ worth?,Equity can be defined as Owners’ interest in the company (Assets - Liabilities).,0.0
Do we owe more than our shareholders’ worth?,Net Worth can be defined as Another term for equity,0.0
Do we owe more than our shareholders’ worth?,EV/EBITDA can be defined as Company valuation relative to EBITDA,0.0
Do we owe more than our shareholders’ worth?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
Do we owe more than our shareholders’ worth?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
Do we owe more than our shareholders’ worth?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,0.0
Do we owe more than our shareholders’ worth?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
Do we owe more than our shareholders’ worth?,Enterprise Value (EV) can be defined as Total company value.,0.0
Do we owe more than our shareholders’ worth?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
How much of our assets are from loans?,Debt Ratio can be defined as Proportion of assets financed by debt.,1.0
How much of our assets are from loans?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
How much of our assets are from loans?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0.0
How much of our assets are from loans?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How much of our assets are from loans?,Equity Ratio can be defined as Portion of assets funded by equity.,0.0
How much of our assets are from loans?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0.0
How much of our assets are from loans?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
How much of our assets are from loans?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
How much of our assets are from loans?,Debt-to-Equity Ratio can be defined as Financial leverage.,0.0
How much of our assets are from loans?,Net Worth can be defined as Another term for equity,0.0
What portion of our stuff is borrowed?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0.0
What portion of our stuff is borrowed?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0.0
What portion of our stuff is borrowed?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
What portion of our stuff is borrowed?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
What portion of our stuff is borrowed?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What portion of our stuff is borrowed?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
What portion of our stuff is borrowed?,"Non-Current Assets can be defined as Long-term assets (e.g., property, plant, and equipment).",0.0
What portion of our stuff is borrowed?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
What portion of our stuff is borrowed?,Debt Ratio can be defined as Proportion of assets financed by debt.,1.0
What portion of our stuff is borrowed?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
Can we cover interest with our earnings?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,0.0
Can we cover interest with our earnings?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,1.0
Can we cover interest with our earnings?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
Can we cover interest with our earnings?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
Can we cover interest with our earnings?,Net Worth can be defined as Another term for equity,0.0
Can we cover interest with our earnings?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
Can we cover interest with our earnings?,"EBITDA can be defined as Earnings before interest, tax, depreciation, and amortization.",0.0
Can we cover interest with our earnings?,"Financing Cash Flow can be defined as Cash from borrowing, issuing shares, or dividend payments.",0.0
Can we cover interest with our earnings?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,0.0
Can we cover interest with our earnings?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
Are profits enough for loan interest?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,0.0
Are profits enough for loan interest?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
Are profits enough for loan interest?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
Are profits enough for loan interest?,Net Profit Margin can be defined as Bottom-line profitability.,0.0
Are profits enough for loan interest?,"Financing Cash Flow can be defined as Cash from borrowing, issuing shares, or dividend payments.",0.0
Are profits enough for loan interest?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
Are profits enough for loan interest?,Dividend Yield can be defined as Cash return from dividends.,0.0
Are profits enough for loan interest?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0.0
Are profits enough for loan interest?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,1.0
Are profits enough for loan interest?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0.0
How much do shareholders own of the company?,Equity Ratio can be defined as Portion of assets funded by equity.,1.0
How much do shareholders own of the company?,Equity can be defined as Owners’ interest in the company (Assets - Liabilities).,0.0
How much do shareholders own of the company?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,0.0
How much do shareholders own of the company?,Share Capital can be defined as Funds raised by issuing shares.,0.0
How much do shareholders own of the company?,Enterprise Value (EV) can be defined as Total company value.,0.0
How much do shareholders own of the company?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
How much do shareholders own of the company?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0.0
How much do shareholders own of the company?,Net Worth can be defined as Another term for equity,0.0
How much do shareholders own of the company?,Dividend Payout Ratio can be defined as % of earnings distributed as dividends.,0.0
How much do shareholders own of the company?,EV/EBITDA can be defined as Company valuation relative to EBITDA,0.0
What share of assets is from owners?,Equity can be defined as Owners’ interest in the company (Assets - Liabilities).,0.0
What share of assets is from owners?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0.0
What share of assets is from owners?,Net Worth can be defined as Another term for equity,0.0
What share of assets is from owners?,Equity Ratio can be defined as Portion of assets funded by equity.,1.0
What share of assets is from owners?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,0.0
What share of assets is from owners?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
What share of assets is from owners?,Inventories can be defined as Assets held for sale in the ordinary course of business or for use in the production process,0.0
What share of assets is from owners?,Investment Property can be defined as Property held to earn rentals or for capital appreciation,0.0
What share of assets is from owners?,Share Capital can be defined as Funds raised by issuing shares.,0.0
What share of assets is from owners?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What’s the debt-to-equity mix in our funds?,Debt-to-Equity Ratio can be defined as Financial leverage.,0.0
What’s the debt-to-equity mix in our funds?,Equity Ratio can be defined as Portion of assets funded by equity.,0.0
What’s the debt-to-equity mix in our funds?,Debt Ratio can be defined as Proportion of assets financed by debt.,0.0
What’s the debt-to-equity mix in our funds?,Capital Gearing Ratio can be defined as Proportion of debt in capital structure.,1.0
What’s the debt-to-equity mix in our funds?,Net Worth can be defined as Another term for equity,0.0
What’s the debt-to-equity mix in our funds?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
What’s the debt-to-equity mix in our funds?,Current Ratio can be defined as Measures short-term liquidity.,0.0
What’s the debt-to-equity mix in our funds?,Share Capital can be defined as Funds raised by issuing shares.,0.0
What’s the debt-to-equity mix in our funds?,Equity can be defined as Owners’ interest in the company (Assets - Liabilities).,0.0
What’s the debt-to-equity mix in our funds?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
How does debt balance with our own money?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,0.0
How does debt balance with our own money?,Debt Ratio can be defined as Proportion of assets financed by debt.,0.0
How does debt balance with our own money?,Debt-to-Equity Ratio can be defined as Financial leverage.,0.0
How does debt balance with our own money?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
How does debt balance with our own money?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
How does debt balance with our own money?,Current Liabilities can be defined as Obligations due within one year.,0.0
How does debt balance with our own money?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
How does debt balance with our own money?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How does debt balance with our own money?,Capital Gearing Ratio can be defined as Proportion of debt in capital structure.,1.0
How does debt balance with our own money?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0.0
Can you tell me what was the Assets last year?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Can you tell me what was the Assets last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",1.0
Can you tell me what was the Assets last year?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
Can you tell me what was the Assets last year?,"Non-Current Assets can be defined as Long-term assets (e.g., property, plant, and equipment).",0.0
Can you tell me what was the Assets last year?,Asset Turnover can be defined as How efficiently assets are used.,0.0
Can you tell me what was the Assets last year?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
Can you tell me what was the Assets last year?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Can you tell me what was the Assets last year?,Current Liabilities can be defined as Obligations due within one year.,0.0
Can you tell me what was the Assets last year?,Net Worth can be defined as Another term for equity,0.0
Can you tell me what was the Assets last year?,"Investing Cash Flow can be defined as Cash used in or generated from investments (e.g., asset purchase, sale).",0.0
Give me the Assets figure for the last quarter.,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
Give me the Assets figure for the last quarter.,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
Give me the Assets figure for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",1.0
Give me the Assets figure for the last quarter.,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
